,id,title,release_date,vote_average,vote_count,popularity
2984,454640,The Angry Birds Movie 2,2019-08-02,7.1,1456,32.269
2985,31602,The Chase,1966-02-18,7.1,239,10.751
2986,30159,I Confess,1953-02-28,7.1,361,10.48
2987,27367,Mrs. Miniver,1942-07-03,7.1,219,8.563
2988,15712,Welcome,2009-03-11,7.1,219,7.431
2989,4643,The Guardian,2006-09-28,7.1,1326,17.929
2990,2100,The Last Castle,2001-10-19,7.1,1089,12.03
2991,811634,The Monkey King: Reborn,2021-04-02,7.1,260,14.239
2992,487242,Suicide Squad: Hell to Pay,2018-05-09,7.1,529,15.486
2993,440472,The Upside,2019-01-10,7.1,1086,24.39
2994,291270,Anomalisa,2015-12-30,7.1,1541,10.296
2995,10948,The Fox and the Hound,1981-07-10,7.1,2886,33.107
2996,15588,OSS 117: Lost in Rio,2009-04-15,7.1,1274,10.68
2997,11524,Thief,1981-03-27,7.1,527,9.153
2998,11316,Macbeth,1971-12-20,7.1,242,7.997
2999,10476,Hustle & Flow,2005-07-22,7.1,323,13.549
3000,1089,Point Break,1991-01-31,7.1,3100,29.784
3001,324560,Brimstone,2016-03-12,7.1,980,11.132
3002,9829,United 93,2006-04-28,7.1,1283,10.062
3003,9769,Lolita,1997-09-27,7.1,1517,52.007
3004,9540,Dead Ringers,1988-09-23,7.1,735,13.322
3005,420818,The Lion King,2019-07-12,7.1,9140,80.326
3006,58574,Sherlock Holmes: A Game of Shadows,2011-11-22,7.1,9581,27.659
3007,12877,Dead Man's Shoes,2004-09-29,7.1,467,7.323
3008,573,Frenzy,1972-05-25,7.1,772,9.181
3009,738215,Barbie: Princess Adventure,2020-09-01,7.1,208,29.394
3010,54551,Banana,2010-12-13,7.1,252,9.44
3011,19265,Whatever Works,2009-06-19,7.1,1585,12.072
3012,15906,Barbie and the Magic of Pegasus,2005-10-04,7.1,623,23.322
3013,11636,New Police Story,2004-09-23,7.1,627,18.028
3014,10618,Once Upon a Time in China II,1992-04-16,7.1,208,16.357
3015,10531,Death and the Maiden,1994-05-04,7.1,429,6.682
3016,68730,Silence,2016-12-22,7.1,2768,17.677
3017,17358,My Name Ain't Johnny,2008-01-04,7.1,235,4.438
3018,14533,Gia,1998-01-31,7.1,652,16.778
3019,6173,Read My Lips,2001-10-17,7.1,281,8.837
3020,5488,"I'm a Cyborg, but That's OK",2006-12-07,7.1,432,8.734
3021,565179,The First King,2019-01-31,7.1,1051,9.175
3022,430447,Mary and The Witch's Flower,2017-07-08,7.1,676,12.383
3023,147773,The Way Way Back,2013-06-06,7.1,1566,13.551
3024,14807,The Long Good Friday,1980-11-01,7.1,272,7.244
3025,11620,Quo Vadis,1951-11-08,7.1,343,14.592
3026,10590,We Were Soldiers,2002-03-01,7.1,1794,19.747
3027,1574,Chicago,2002-12-10,7.1,2308,21.643
3028,266,Contempt,1963-10-29,7.1,707,11.933
3029,65,8 Mile,2002-11-08,7.1,6511,29.208
3030,396774,Bomb City,2017-03-31,7.1,230,8.596
3031,206563,Trash,2014-10-09,7.1,552,12.463
3032,188538,Remember Sunday,2013-04-21,7.1,472,8.687
3033,82693,Silver Linings Playbook,2012-11-16,7.1,11141,28.813
3034,2998,Zabriskie Point,1970-02-09,7.1,348,8.036
3035,461615,MFKZ,2018-05-23,7.1,257,11.06
3036,551,The Poseidon Adventure,1972-12-13,7.1,754,15.327
3037,421,The Life Aquatic with Steve Zissou,2004-12-10,7.1,2528,13.671
3038,157832,Calvary,2014-04-11,7.1,835,10.076
3039,63310,Bullhead,2011-02-02,7.1,303,9.064
3040,6396,SLC Punk,1998-09-24,7.1,299,10.886
3041,14794,if....,1968-12-19,7.1,311,8.708
3042,13701,Immortal Beloved,1994-12-16,7.1,287,7.758
3043,12105,Yellow Submarine,1968-07-17,7.1,435,9.96
3044,8697,Who Am I?,1998-01-17,7.1,749,18.695
3045,635,Angel Heart,1987-03-06,7.1,1294,13.423
3046,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,7.1,9575,144.93
3047,744275,After We Fell,2021-09-01,7.1,2190,102.586
3048,560044,The Willoughbys,2020-04-22,7.1,818,13.596
3049,77877,The Lucky One,2012-04-19,7.1,3352,27.226
3050,71325,With Every Heartbeat,2011-07-29,7.1,295,18.567
3051,2323,Field of Dreams,1989-04-21,7.1,1269,15.213
3052,1924,Superman,1978-12-13,7.1,3347,33.961
3053,473,Pi,1998-07-10,7.1,1949,14.267
3054,369523,The Tale,2018-01-20,7.1,373,8.375
3055,11462,Suspicion,1941-11-14,7.1,667,10.013
3056,8619,Master and Commander: The Far Side of the World,2003-11-14,7.1,2740,16.409
3057,23483,Kick-Ass,2010-03-22,7.1,10796,33.852
3058,18912,Angst,1983-01-01,7.1,276,9.83
3059,11687,The Visitors,1993-01-27,7.1,1711,13.01
3060,964,The Phantom of the Opera,1925-09-22,7.1,289,9.52
3061,212778,Chef,2014-05-08,7.1,2928,15.562
3062,19562,The Magnificent One,1973-11-23,7.1,295,6.187
3063,420817,Aladdin,2019-05-22,7.1,9250,47.524
3064,371638,The Disaster Artist,2017-03-12,7.1,3246,9.964
3065,365045,Heidi,2015-12-10,7.1,347,15.148
3066,302429,Strange Magic,2015-01-23,7.1,409,12.513
3067,18240,The Proposal,2009-06-01,7.1,6015,38.975
3068,408,Snow White and the Seven Dwarfs,1937-12-21,7.1,6695,66.91
3069,38810,Dogtooth,2009-06-01,7.1,1883,13.586
3070,581389,Space Sweepers,2021-02-05,7.1,893,26.183
3071,44716,In a Better World,2010-08-26,7.1,369,8.558
3072,3111,A Star Is Born,1954-10-01,7.1,254,8.004
3073,585077,Children of the Sea,2019-06-07,7.1,269,12.355
3074,336843,Maze Runner: The Death Cure,2018-01-10,7.1,6977,40.032
3075,6106,Salvador,1986-04-23,7.1,284,7.646
3076,1637,Speed,1994-06-09,7.1,5429,35.691
3077,1555,The Spanish Apartment,2002-06-19,7.1,1012,10.538
3078,785538,7 Prisoners,2021-10-22,7.1,304,13.44
3079,597219,The Half of It,2020-05-01,7.1,1351,14.099
3080,517331,The Realm,2018-09-28,7.1,375,6.959
3081,353728,Closet Monster,2016-07-15,7.1,242,8.122
3082,335797,Sing,2016-11-23,7.1,7319,53.937
3083,69315,Battlestar Galactica: Razor,2007-11-12,7.1,338,10.88
3084,8470,John Q,2002-02-15,7.1,2130,17.348
3085,653349,Vacation Friends,2021-08-27,7.1,567,17.268
3086,352490,This Beautiful Fantastic,2016-10-20,7.1,287,7.929
3087,11639,The Dark Crystal,1982-12-17,7.1,954,12.099
3088,9846,To Live and Die in L.A.,1985-11-01,7.1,516,10.294
3089,639933,The Northman,2022-04-07,7.1,3405,79.183
3090,474354,22 July,2018-10-04,7.1,1065,10.471
3091,38438,Buffet Froid,1979-12-19,7.1,241,5.773
3092,468198,The Place,2017-11-04,7.1,1128,8.372
3093,271714,Love & Mercy,2015-05-29,7.1,597,9.145
3094,25300,I'm Not Scared,2003-02-08,7.1,893,7.329
3095,23169,Remember Me,2010-03-11,7.1,3320,15.782
3096,506281,The World to Come,2021-02-12,7.1,262,14.361
3097,19490,The Bishop's Wife,1947-12-25,7.1,200,9.732
3098,11153,National Lampoon's Vacation,1983-07-28,7.1,1321,26.864
3099,197950,The Connection,2014-12-03,7.1,735,9.588
3100,14748,Boy A,2007-10-28,7.1,393,6.507
3101,9322,La Femme Nikita,1990-02-21,7.1,1686,17.381
3102,5916,The Getaway,1972-09-20,7.1,472,11.157
3103,1627,The Wild Child,1970-02-26,7.1,257,7.539
3104,428449,A Ghost Story,2017-04-24,7.1,2075,13.733
3105,196024,The Keeper of Lost Causes,2013-10-03,7.1,649,9.342
3106,103332,Ruby Sparks,2012-07-25,7.1,1451,12.054
3107,12144,The Land Before Time,1988-11-18,7.1,2283,16.56
3108,10340,Lady and the Tramp,1955-06-22,7.1,4783,39.211
3109,370755,Paterson,2016-11-17,7.1,1676,11.672
3110,42196,The Bad Seed,1956-09-12,7.1,205,8.834
3111,19833,In the Loop,2009-01-22,7.1,562,14.407
3112,17887,Barefoot in the Park,1967-05-25,7.1,517,9.214
3113,14072,Rab Ne Bana Di Jodi,2008-12-11,7.1,233,9.976
3114,11296,Birdy,1984-12-14,7.1,439,10.02
3115,8982,The Protector,2005-08-11,7.1,750,28.214
3116,517148,Beanpole,2019-06-20,7.1,279,7.349
3117,78480,Monsieur Lazhar,2011-09-10,7.1,273,9.062
3118,16211,The Sons of Katie Elder,1965-06-23,7.1,236,11.945
3119,10141,Dirty Rotten Scoundrels,1988-12-14,7.1,728,10.577
3120,7972,Before the Devil Knows You're Dead,2007-09-26,7.1,1286,12.117
3121,534338,An Interview with God,2018-08-20,7.1,228,32.892
3122,507076,Climax,2018-09-19,7.1,1804,19.776
3123,310307,The Founder,2016-09-13,7.1,4322,24.86
3124,508,Love Actually,2003-09-07,7.1,5942,21.162
3125,606954,I Hate Summer,2020-01-30,7.1,834,5.995
3126,532814,The Bad Seed,2018-09-09,7.1,259,17.006
3127,308639,Dope,2015-06-19,7.1,1350,14.397
3128,15257,Hulk vs. Wolverine,2009-01-27,7.1,205,14.172
3129,8092,This Boy's Life,1993-04-09,7.1,863,15.189
3130,1010821,Groot Takes a Bath,2022-08-10,7.1,286,50.122
3131,351339,Anthropoid,2016-08-12,7.1,874,12.034
3132,302401,Snowden,2016-09-15,7.1,4004,15.488
3133,269494,A Hard Day,2014-05-29,7.1,385,11.531
3134,249688,The End of the Tour,2015-07-31,7.1,490,9.166
3135,157370,Kill Your Darlings,2013-09-19,7.1,1250,12.413
3136,10895,Pinocchio,1940-02-23,7.1,5309,40.428
3137,9464,Buffalo '66,1998-01-20,7.1,741,13.149
3138,4552,A Tale of Two Sisters,2003-06-13,7.1,996,24.612
3139,203,Mean Streets,1973-10-14,7.1,1829,12.343
3140,290250,The Nice Guys,2016-05-15,7.1,7041,18.165
3141,209276,Starred Up,2014-03-21,7.1,851,11.322
3142,11050,Terms of Endearment,1983-11-20,7.1,647,9.721
3143,8583,Dangerous Beauty,1998-02-20,7.1,225,14.924
3144,11634,Show Me Love,1998-10-23,7.1,430,12.11
3145,11075,Audition,1999-10-06,7.1,1295,13.176
3146,5693,Hoosiers,1986-11-14,7.1,419,7.143
3147,461955,Humanité déchue,2017-06-14,7.1,266,8.71
3148,12579,The Woman Next Door,1981-09-30,7.1,255,7.063
3149,10545,The Hunchback of Notre Dame,1996-06-21,7.1,4504,38.278
3150,10537,The Doors,1991-03-01,7.1,1221,11.968
3151,9787,Lords of Dogtown,2005-06-03,7.1,659,11.211
3152,1259,Notes on a Scandal,2006-12-25,7.1,770,11.457
3153,401,Garden State,2004-07-28,7.1,1622,9.459
3154,487672,Reign of the Supermen,2019-01-13,7.1,555,12.409
3155,5204,Kontroll,2003-11-20,7.1,216,5.435
3156,718789,Lightyear,2022-06-15,7.1,2876,92.563
3157,676547,Prey for the Devil,2022-10-23,7.1,682,138.823
3158,512263,Honey Boy,2019-09-28,7.1,591,8.037
3159,399121,An Officer and a Spy,2019-09-30,7.1,1347,7.973
3160,277217,Descendants,2015-07-31,7.1,2108,41.436
3161,1807,Elephant,2003-09-20,7.1,1670,20.47
3162,43128,Sons of the Desert,1933-12-29,7.1,206,8.399
3163,31587,Scarecrow,1973-04-11,7.1,242,10.578
3164,13666,The Wolf Man,1941-12-12,7.1,483,10.764
3165,5335,Theorem,1968-09-07,7.1,338,8.665
3166,1443,The Virgin Suicides,1999-12-31,7.1,2759,18.938
3167,696157,Whitney Houston: I Wanna Dance with Somebody,2022-12-20,7.1,255,25.39
3168,645689,The Duke,2021-07-23,7.1,228,10.455
3169,542921,While at War,2019-09-27,7.1,251,8.738
3170,16448,Waiting for Guffman,1996-08-21,7.1,207,7.999
3171,9802,The Rock,1996-06-07,7.1,4118,35.723
3172,9606,Metropolis,2001-05-26,7.1,392,15.392
3173,340613,The Wife,2018-08-02,7.1,996,8.998
3174,71524,Ace of Aces,1982-10-27,7.1,279,7.799
3175,17379,Last Holiday,2006-01-13,7.1,614,11.089
3176,12914,Stargate: Continuum,2008-07-29,7.1,425,13.835
3177,3291,"Good Night, and Good Luck.",2005-09-16,7.1,848,9.34
3178,1548,Ghost World,2001-07-20,7.1,1221,7.027
3179,711,Finding Forrester,2000-12-21,7.1,948,11.007
3180,460465,Mortal Kombat,2021-04-07,7.1,5262,97.735
3181,283552,The Light Between Oceans,2016-09-02,7.1,1255,11.808
3182,239563,St. Vincent,2014-10-09,7.1,1685,54.338
3183,102651,Maleficent,2014-05-28,7.1,12294,60.269
3184,11646,Gallipoli,1981-08-13,7.1,404,10.75
3185,10497,Bitter Moon,1992-09-02,7.1,602,21.818
3186,927,Gremlins,1984-06-07,7.1,5677,28.51
3187,46829,Barney's Version,2010-10-26,7.1,386,8.081
3188,20714,12,2007-06-06,7.1,219,8.765
3189,449749,The Leisure Seeker,2018-01-03,7.1,427,7.654
3190,321741,Concussion,2015-11-12,7.1,2346,14.958
3191,22383,The Professionals,1966-11-01,7.1,240,13.969
3192,12584,The Shootist,1976-08-11,7.1,297,18.803
3193,3073,Bud Abbott and Lou Costello Meet Frankenstein,1948-06-15,7.1,245,8.356
3194,248933,The Dark Valley,2014-02-13,7.1,340,6.106
3195,203801,The Man from U.N.C.L.E.,2015-08-13,7.1,5744,17.824
3196,127373,What Maisie Knew,2013-05-02,7.1,381,8.034
3197,13580,The Spy Who Came in from the Cold,1965-12-16,7.1,240,10.279
3198,3293,Pirates of Silicon Valley,1999-05-10,7.1,448,9.121
3199,394374,At the End of the Tunnel,2016-04-21,7.1,337,10.01
3200,17264,The Black Stallion,1979-10-13,7.1,249,8.605
3201,8764,Top Secret!,1984-06-08,7.1,995,14.639
3202,440642,The Spacewalker,2017-04-09,7.1,275,12.599
3203,152584,Blue Is the Warmest Color,2013-10-09,7.1,4177,11.219
3204,17443,...And Justice for All,1979-10-19,7.1,422,11.246
3205,1440,Little Children,2006-10-06,7.1,845,18.089
3206,267,Live Flesh,1997-10-10,7.1,573,12.902
3207,581420,Walk. Ride. Rodeo.,2019-03-08,7.1,208,7.809
3208,436270,Black Adam,2022-10-19,7.1,5032,371.297
3209,42661,The Vikings,1958-06-11,7.1,263,10.988
3210,13752,Max Manus: Man of War,2008-12-18,7.1,202,9.198
3211,429191,A Fantastic Woman,2017-04-06,7.1,629,7.645
3212,340027,Brain on Fire,2017-02-22,7.1,1275,11.294
3213,11934,The Hudsucker Proxy,1994-03-11,7.1,890,9.529
3214,9675,Sideways,2004-10-22,7.1,1423,11.819
3215,7485,Shooter,2007-03-22,7.1,4259,58.067
3216,593660,My Brother Chases Dinosaurs,2019-09-05,7.1,262,8.341
3217,102899,Ant-Man,2015-07-14,7.1,18400,47.859
3218,4972,The Green Butchers,2003-03-08,7.1,231,8.436
3219,925102,The Night of the 12th,2022-07-13,7.1,382,11.128
3220,348893,Boyka: Undisputed IV,2016-08-01,7.1,1139,66.186
3221,13041,El Topo,1970-12-18,7.1,510,9.23
3222,624,Easy Rider,1969-06-26,7.1,1743,12.122
3223,485166,Amanda,2018-11-21,7.1,237,7.622
3224,36950,You Don't Know Jack,2010-04-14,7.1,342,7.382
3225,768331,The Inner Cage,2021-10-14,7.1,222,4.864
3226,437033,Toc Toc,2017-09-01,7.1,1128,11.585
3227,211052,Miss Violence,2013-09-09,7.1,391,9.208
3228,15484,Shadows,1959-11-11,7.1,202,7.416
3229,722913,Malcolm & Marie,2021-01-29,7.1,1249,16.156
3230,8095,Cleopatra,1963-06-12,7.1,631,26.003
3231,2007,Lorenzo's Oil,1992-12-30,7.1,470,9.636
3232,173,"20,000 Leagues Under the Sea",1954-12-23,7.1,747,14.665
3233,455207,Crazy Rich Asians,2018-08-15,7.1,3291,21.345
3234,21521,Project A: Part II,1987-08-19,7.1,214,16.925
3235,11042,The Barbarian Invasions,2003-09-24,7.1,330,8.475
3236,9316,Ong Bak: Muay Thai Warrior,2003-01-21,7.1,1500,24.923
3237,241,Natural Born Killers,1994-08-25,7.1,3013,19.734
3238,797394,Secret Magic Control Agency,2021-03-18,7.1,299,20.264
3239,661374,Glass Onion: A Knives Out Mystery,2022-11-23,7.1,4165,77.556
3240,8053,The Three Burials of Melquiades Estrada,2005-11-17,7.1,509,11.014
3241,1581,The Holiday,2006-12-08,7.1,4488,17.805
3242,588182,Compartment No. 6,2021-10-29,7.1,290,11.521
3243,365942,The Space Between Us,2017-01-26,7.1,2287,14.569
3244,10514,The Andromeda Strain,1971-03-12,7.1,580,9.15
3245,445,Caché,2005-10-05,7.1,930,10.389
3246,717980,Sharper,2023-02-10,7.1,277,27.281
3247,45094,Conviction,2010-10-15,7.1,526,8.617
3248,1730,Inland Empire,2006-09-06,7.1,933,14.697
3249,860,WarGames,1983-06-03,7.1,1579,15.706
3250,599281,Fear of Rain,2021-02-12,7.1,440,17.225
3251,25736,The Postman Always Rings Twice,1946-05-02,7.1,277,7.527
3252,15400,Mickey's Once Upon a Christmas,1999-10-31,7.1,565,11.304
3253,11457,Life as a House,2001-10-25,7.1,355,8.182
3254,1374,Rocky IV,1985-11-21,7.1,3888,35.156
3255,657,From Russia with Love,1963-10-10,7.1,2609,29.775
3256,713704,Evil Dead Rise,2023-04-12,7.1,1569,1187.881
3257,364051,The Innocents,2016-02-10,7.1,352,6.854
3258,15765,What's Love Got to Do with It,1993-06-09,7.1,259,20.545
3259,4727,Le Gendarme de Saint-Tropez,1964-09-08,7.1,764,11.202
3260,91417,Dragons: Gift of the Night Fury,2011-11-15,7.1,307,21.797
3261,43641,Superman/Shazam!: The Return of Black Adam,2010-11-16,7.1,1433,20.602
3262,38397,"The Legend of Al, John and Jack",2002-12-13,7.1,1072,6.489
3263,11770,Shaolin Soccer,2001-07-05,7.1,1912,33.241
3264,10653,The Seven Year Itch,1955-06-03,7.1,774,9.952
3265,5817,"You, the Living",2007-09-21,7.1,207,5.392
3266,468,My Own Private Idaho,1991-02-01,7.1,984,12.05
3267,664413,365 Days,2020-02-07,7.1,8289,20.754
3268,33613,The Girl Who Kicked the Hornet's Nest,2009-11-27,7.1,1218,15.953
3269,17187,The Emperor's Club,2002-11-22,7.1,325,10.095
3270,1102776,AKA,2023-04-28,7.1,360,298.489
3271,327029,Power Rangers,2015-02-24,7.1,207,16.339
3272,120605,The Punisher: Dirty Laundry,2012-07-16,7.1,308,7.181
3273,50270,Paprika,1991-02-13,7.1,340,34.496
3274,1900,Traffic,2000-03-23,7.1,1862,22.094
3275,661914,One Night in Miami...,2020-12-25,7.1,577,11.729
3276,77495,Sleep Tight,2011-10-14,7.1,936,15.286
3277,43539,The Next Three Days,2010-11-18,7.1,2569,15.25
3278,19186,The Parent Trap,1961-05-13,7.1,317,18.161
3279,18861,Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006-08-05,7.1,294,32.543
3280,18299,Love in the Afternoon,1957-05-29,7.1,265,5.901
3281,16559,The Picture of Dorian Gray,1945-03-01,7.1,218,12.133
3282,14292,Miracle,2004-02-06,7.1,521,9.212
3283,13928,Knick Knack,1989-11-23,7.1,485,9.543
3284,13925,Luxo Jr.,1986-08-17,7.1,545,9.275
3285,9281,Witness,1985-02-08,7.1,1398,14.697
3286,524251,I See You,2019-09-11,7.1,1208,21.732
3287,382399,High Strung,2016-04-08,7.1,868,11.219
3288,40751,Ashes of Time,1994-09-17,7.1,271,10.994
3289,19236,Santa Sangre,1989-11-24,7.1,353,9.136
3290,7343,City of Men,2007-08-31,7.1,248,8.157
3291,4104,Benny & Joon,1993-04-16,7.1,678,8.782
3292,2912,The Butcher,1970-02-27,7.1,201,7.189
3293,1584,School of Rock,2003-10-03,7.1,5056,28.281
3294,852438,Final Cut,2022-05-18,7.1,296,12.639
3295,745881,The Medium,2021-07-14,7.1,499,28.097
3296,618416,Penguin Bloom,2021-01-21,7.1,241,9.048
3297,79113,A Princess for Christmas,2011-12-03,7.1,368,12.294
3298,44115,127 Hours,2010-11-12,7.1,6878,17.356
3299,33667,Gentleman's Agreement,1947-11-11,7.1,208,10.99
3300,22536,Thirst,2009-04-30,7.1,784,14.662
3301,7980,The Lovely Bones,2009-12-26,7.1,4156,45.267
3302,1103,Escape from New York,1981-05-23,7.1,2722,17.532
3303,615665,Holidate,2020-10-27,7.1,1923,13.571
3304,315011,Shin Godzilla,2016-07-29,7.1,947,17.827
3305,282631,The Admiral: Roaring Currents,2014-07-30,7.1,245,15.852
3306,59474,Cazuza: Time Doesn't Stop,2004-06-11,7.1,216,4.131
3307,39105,Dragon Ball Z: Bojack Unbound,1993-07-10,7.1,464,39.373
3308,13459,Barbie in A Christmas Carol,2008-11-03,7.1,470,20.244
3309,12143,Bad Lieutenant,1992-11-20,7.1,725,11.828
3310,8079,Om Shanti Om,2007-11-07,7.1,293,17.129
3311,651070,A Fall from Grace,2020-01-17,7.1,841,11.288
3312,602223,The Forever Purge,2021-06-30,7.1,2122,55.128
3313,511809,West Side Story,2021-12-08,7.1,1263,19.654
3314,270400,Breathe,2014-11-12,7.1,434,6.699
3315,894205,Werewolf by Night,2022-09-25,7.1,925,38.65
3316,696806,The Adam Project,2022-03-11,7.1,3623,49.851
3317,254201,The Absent One,2014-10-02,7.1,548,14.792
3318,11897,How the West Was Won,1962-10-01,7.1,370,30.213
3319,9631,The Negotiator,1998-07-29,7.1,1800,14.52
3320,4512,The Assassination of Jesse James by the Coward Robert Ford,2007-09-07,7.1,2202,14.728
3321,820722,The Good Boss,2021-10-15,7.1,301,13.398
3322,570131,Love at Second Sight,2019-01-18,7.1,616,8.596
3323,567609,Ready or Not,2019-08-21,7.1,3758,31.901
3324,413543,Dear Zindagi,2016-11-23,7.1,200,9.221
3325,393519,Raw,2016-11-11,7.1,2857,15.103
3326,348089,Grease Live,2016-01-31,7.1,276,9.906
3327,18747,Election,2005-10-20,7.1,208,11.727
3328,522039,The Last Black Man in San Francisco,2019-06-07,7.1,270,11.616
3329,302946,The Accountant,2016-10-13,7.1,5509,26.934
3330,926899,The House,2022-01-14,7.1,867,42.921
3331,116149,Paddington,2014-11-24,7.1,3250,20.853
3332,30890,Radio Days,1987-01-30,7.1,474,7.041
3333,926,Galaxy Quest,1999-12-25,7.1,1934,17.457
3334,823610,Seal Team,2021-10-28,7.1,203,23.069
3335,588921,AINBO: Spirit of the Amazon,2021-02-09,7.1,393,31.751
3336,468225,The Starling,2021-09-17,7.1,244,10.332
3337,127517,Disconnect,2012-09-11,7.1,1017,9.909
3338,56975,I Thought It Was Love,1991-12-20,7.1,221,4.505
3339,56292,Mission: Impossible - Ghost Protocol,2011-12-07,7.1,8910,47.639
3340,14412,Body Heat,1981-08-28,7.1,480,16.655
3341,2028,Say Anything...,1989-04-14,7.1,865,11.274
3342,483,Wild at Heart,1990-08-17,7.1,1405,11.365
3343,568467,Ammonite,2020-11-13,7.1,464,12.664
3344,459950,Feed,2017-04-05,7.1,207,6.227
3345,429197,Vice,2018-12-25,7.1,3021,12.26
3346,21542,Love Don't Co$t a Thing,2003-12-12,7.1,391,16.802
3347,9393,Before the Fall,2004-07-04,7.1,260,14.916
3348,1547,The Lost Boys,1987-07-31,7.1,1725,17.486
3349,886,The Cincinnati Kid,1965-10-15,7.1,232,14.16
3350,546,Transamerica,2005-12-23,7.1,402,6.651
3351,606679,The High Note,2020-06-10,7.1,400,10.129
3352,412202,Handsome Devil,2017-02-15,7.1,596,7.973
3353,16608,The Proposition,2005-10-06,7.1,543,9.246
3354,10439,Hocus Pocus,1993-07-16,7.1,2653,32.36
3355,2769,An American in Paris,1951-09-26,7.1,505,9.133
3356,641662,Pieces of a Woman,2020-12-30,7.1,1082,21.2
3357,328387,Nerve,2016-06-27,7.1,6449,16.955
3358,10994,White Oleander,2002-10-11,7.1,331,9.318
3359,5767,Two for the Road,1967-04-27,7.1,206,7.277
3360,43959,Soul Surfer,2011-04-08,7.1,1100,21.478
3361,14886,The Last Detail,1973-12-11,7.1,297,10.982
3362,1623,Brubaker,1980-06-20,7.1,396,9.036
3363,418680,Goodbye Christopher Robin,2017-09-29,7.1,739,10.724
3364,103731,Mud,2013-04-26,7.1,2506,9.077
3365,525686,Mi prima la sexóloga,2016-07-21,7.1,241,14.928
3366,4946,The Swimming Pool,1969-01-31,7.1,409,12.628
3367,632856,Spirited,2022-11-10,7.0,411,26.016
3368,391757,Never Back Down: No Surrender,2016-06-05,7.1,408,34.222
3369,9994,The Great Mouse Detective,1986-07-02,7.0,1456,17.515
3370,172106,Jappeloup,2013-03-13,7.0,357,6.275
3371,760099,Living,2022-11-04,7.0,202,31.33
3372,367544,The Spirit of Christmas,2015-11-28,7.0,277,6.757
3373,8428,Pump Up the Volume,1990-08-22,7.0,296,10.599
3374,2671,Ring,1998-01-30,7.0,1195,16.378
3375,639721,The Addams Family 2,2021-10-01,7.0,1107,63.2
3376,636565,Rose Island,2020-12-09,7.0,1163,14.257
3377,558582,First Cow,2019-08-30,7.0,379,10.019
3378,556678,Emma.,2020-02-13,7.0,1521,23.177
3379,522241,The Courier,2020-01-24,7.0,925,35.481
3380,340357,April and the Extraordinary World,2015-11-04,7.0,273,7.461
3381,26610,Insomnia,1997-03-14,7.0,217,8.939
3382,18971,Rosencrantz & Guildenstern Are Dead,1991-02-08,7.0,249,6.502
3383,11815,The Fly,1958-07-16,7.0,458,10.678
3384,561,Constantine,2005-02-08,7.0,6322,52.75
3385,11942,Bring Me the Head of Alfredo Garcia,1974-08-01,7.0,309,8.444
3386,838,American Graffiti,1973-08-01,7.0,1226,21.213
3387,300,The Science of Sleep,2006-02-11,7.0,660,12.418
3388,2,Ariel,1988-10-21,7.0,253,11.516
3389,366564,Comment c'est loin,2015-12-09,7.0,639,5.285
3390,250734,Far from the Madding Crowd,2015-04-23,7.0,939,7.345
3391,103328,Holy Motors,2012-07-02,7.0,1008,8.014
3392,18305,A Better Tomorrow II,1987-12-17,7.0,216,12.514
3393,14943,Crows Zero,2007-10-26,7.0,297,12.329
3394,408508,Blue Jay,2016-10-07,7.0,415,10.357
3395,127380,Finding Dory,2016-06-16,7.0,11239,34.086
3396,64720,Take Shelter,2011-09-30,7.0,1528,16.358
3397,36955,True Lies,1994-07-15,7.0,3551,29.227
3398,13550,The Changeling,1980-03-28,7.0,503,15.512
3399,12545,Jesus Christ Superstar,1973-08-15,7.0,494,16.67
3400,8293,Howards End,1992-03-13,7.0,442,15.603
3401,7326,Juno,2007-12-05,7.0,6565,21.457
3402,3053,Dance of the Vampires,1967-02-01,7.0,635,11.288
3403,1485,Get Carter,1971-02-03,7.0,395,10.506
3404,369972,First Man,2018-10-10,7.0,4786,18.055
3405,37347,Fort Apache,1948-06-14,7.0,300,12.578
3406,22855,Superman/Batman: Public Enemies,2009-09-29,7.0,561,17.613
3407,644,A.I. Artificial Intelligence,2001-06-29,7.0,5597,19.37
3408,553600,Promare,2019-05-24,7.0,223,14.472
3409,297556,Justice League: Throne of Atlantis,2015-01-27,7.0,802,19.577
3410,82633,Lawless,2012-08-29,7.0,2777,26.044
3411,48714,The Big Shave,1967-12-29,7.0,293,5.625
3412,5698,The Great Train Robbery,1903-12-07,7.0,531,8.453
3413,287947,Shazam!,2019-03-29,7.0,8613,64.764
3414,8408,Day of the Dead,1985-07-03,7.0,1046,11.636
3415,388399,Patriots Day,2016-12-12,7.0,2341,17.356
3416,43347,Love & Other Drugs,2010-11-22,7.0,4584,42.839
3417,11000,The Birdcage,1996-03-08,7.0,972,14.194
3418,604,The Matrix Reloaded,2003-05-15,7.0,9894,36.136
3419,118,Charlie and the Chocolate Factory,2005-07-13,7.0,13659,73.964
3420,868759,Ghosted,2023-04-18,7.0,959,493.262
3421,567189,Tom Clancy's Without Remorse,2021-04-29,7.0,2181,40.462
3422,524348,The Report,2019-09-12,7.0,881,11.008
3423,505600,Booksmart,2019-05-24,7.0,2312,15.582
